Subject,Code,Description
HIST,238,"3.0; 3 cr.
A continuation of HIST 237 which traces the change and transformation of the classical 
Ottoman  system  and  the  responses  to  it.  This  course  examines  the  Ottoman  reform 
efforts from traditional reform in the seventeenth century through the Tulip Age and 
down to the Tanzimat (modernization) of the nineteenth century. Alternate years.
"
HIST,239,"3.0; 3 cr.
A course that covers the expansion of Ottoman rule into the Arab East and the nature 
of Ottoman domination and its consequences. Selected case studies investigate the 
emergence  of  local  Arab  autonomies  in  the  seventeenth  and  eighteenth  centuries. 
Alternate years.
"
HIST,240," 
A  course  on  the  Arab  provinces  of  the  Ottoman  Empire  in  the  age  of  the  Tanzimat, 
foreign intrusion into the region, and the Arab provinces’ progressive incorporation into 
a developing global economy. Special attention is given to Egypt’s bid for autonomy, 
the nahda and the emergence of national sentiment in the Arab provinces of the Fertile 
Crescent. Alternate years.
"
HIST,242,"3.0; 3 cr.
A  course  that  examines  the  historical  trajectory  and  character  of  social  groups—
including peasants, workers, middle and upper classes—in the 19th and 20th century 
Middle East. It explores how the rise of modern interventionist states has transformed 
"
HIST,243,"3.0; 3 cr.
The course focuses on the establishment of the mandate system, and other types of 
western control in the region, the struggle for Arab independence and the foundation of 
the post-colonial interventionist state. Alternate years.
"
HIST,244,"3.0; 3 cr.
The course focuses on the interaction between various social forces and the state in 
modern  Iran.  It  examines  the  transformation  of  the  state  from  a  weak  19th  century 
patrimonial  monarchy,  via  an  autocratic  monarchy,  to  a  post-revolutionary  populist 
hierocracy;  and  discusses  the  transformation  of  tribes,  the  clergy,  merchants,  the 
intelligentsia, peasants, and workers, throughout the modern period. Alternate years.
"
HIST,245,"3.0; 3 cr.
A study of the history of the regions which came to constitute Greater Lebanon. This 
course  analyzes  the  factors  that  contributed  to  the  development  of  a  distinctive 
Lebanese identity. Annually.
"
HIST,251,"A  survey  of  North  Africa  and  Andalusia  from  the  Arab  conquest  until  the  eclipse  of 
Muslim power in al-Andalus. Alternate years.
"
HIST,252,"3.0; 3 cr.
A  study  of  the  history  of  the  Western  half  of  the  Roman  Empire  during  the  crisis  of 
the third century until the rise of the earliest nation states in Europe in the tenth and 
eleventh centuries. Occasionally.
"
HIST,253,"A  course  that  covers  the  transformation  of  Europe  under  the  twin  influences  of  the 
Renaissance and the Reformation. Attention is given to the political and socio-economic 
reorientations provoked by the voyages of discovery and the rise of European colonial 
empires. Occasionally.
"
HIST,254,"3.0; 3 cr.
A  survey  of  the  political  and  socio-economic  evolution  of  Europe  from  the  outbreak 
of the Thirty Years’ War to the Congress of Vienna. Special attention is devoted to the 
rise to primacy of England and France and to the revolutionary transformations that the 
latter experienced. Occasionally.
"
HIST,255,"3.0; 3 cr.
A  survey  of  the  failure  of  the  Vienna  Settlement  to  preserve  the  European  political 
status quo, the transformation of Europe under the impact of industrialization, and the 
emergence of dynamic new states in Italy and Germany. Occasionally.
"
HIST,256,"3.0; 3 cr.
An examination of the socio-political and economic transformations which culminated 
with World War I. Attention is paid to the phenomenon of European imperialism and 
to  the  failure  of  the  European  state  system  and  diplomacy  to  maintain  peaceful  co-
existence. Occasionally.
"
HIST,257,"3.0; 3 cr.
A survey of the attempts to reconstruct a new world order at Versailles, the revolutionary 
overturn of existing orders in Russia, Italy, Germany, and China, the slide into World War 
II, and its aftermath. Occasionally.
"
HIST,258,"3.0; 3 cr.
A term-specific variety of in-depth courses involving a detailed and systematic analysis 
of a particular topic, region, or nation. Examples of courses offered include Palestine 
under Mandate, Middle Eastern Monarchies, 1920-1958, Revolution in the Middle East, 
the  Sea  in  History,  Islamic  Cities  and  Urbanism  in  the  Modern  Middle  East.  May  be 
repeated for credit under different topics. Occasionally.
"
HIST,259,"3.0; 3 cr.
A survey of the Russian state from its origins in the Middle Ages to its emergence as 
an  empire  up  to  the  revolutionary  year  of  1917.  Attention  is  given  to  diplomacy  and 
statecraft, internal challenges, social and political change, reform, war and revolution. 
Occasionally.
"
HIST,260,"3.0; 3 cr.
A  survey  of  Russia’s  history  from  the  transformative  moment  of  the  Revolution  of 
1917. The course will offer a detailed review of the Soviet era, assess its problems and 
tragedies, address the collapse of communism in 1989-1991, and examine the recent 
history of post-Soviet Russia. Occasionally. 
"
HIST,261,"3.0; 3 cr.
A  consideration  of  the  history  of  Italy  emphasizing  the  period  from  Napoleon 
Bonaparte’s conquest and reorganization of the peninsula in the 1790s to the present. 
Particular attention is given to the development of Italian nationalism, the process of 
national unification between 1859 and 1870, the impact of World War I, Mussolini’s 
dictatorship and World War II, and Italy’s place in European integration. Social, cultural, 
and intellectual developments are also considered. Occasionally.
"
HIST,262,"3.0; 3 cr.
An  investigation  of  the  history  of  gender  roles,  perception,  and  experiences  in  the 
social, political, economic, and legal contexts of classical Muslim societies. Through 
a topical approach, emphasis is placed on the variety of Muslim women’s experience. 
Reading material includes translations of primary sources that will be at the center of 
class discussions. Alternate years.
"
HIST,263,"3.0; 3 cr.
An introductory survey of the development and diversity of cities in the Islamic world 
from the seventh century until the beginning of the sixteenth century as understood by 
historians and archaeologists. With some reliance on conceptual writing on urbanism, 
students will investigate diverse textual and material sources on the origins, forms, and 
functions of cities within the social, economic, and political contexts of the pre-modern 
Islamic world. Equivalent to AROL 263. Alternate years.
"
HIST,271," 
A course that begins with the notion of how the study of the American past has been 
revolutionized in recent decades by social history, which focuses on the experiences 
of  everyday  people,  particularly  those  from  subordinate  social  groups.  Employing 
this approach, the course looks at the lives of African-Americans, immigrant workers, 
and  women,  and  shows  how  this  alters  the  traditional  picture  of  American  history. 
Occasionally.
"
HIST,272,"3.0; 3 cr.
A survey of the economic life of the United States from colonial times to the present. 
This course examines the development of the economy and business institutions and 
corresponding  changes  in  public  policy  and  cultural  life.  Topics  addressed  include 
the  colonial  economy  within  the  mercantilist  system,  the  economics  of  slavery, 
industrialization,  the  rise  of  large  corporations,  government  regulation,  the  Great 
Depression, the recent decline of traditional manufacturing, and the emergence of a 
high-technology, service-oriented economy. Occasionally.
"
HIST,273,"3.0; 3 cr.
An  examination  of  the  varying  and  complex  relationship  between  the  United  States 
and  the  Middle  East  over  the  last  two  centuries.  Subjects  examined  include  images 
of  the  Middle  East  in  early  American  political  discourse,  the  activities  of  American 
missionaries and the founding of AUB, Arab immigration to the US, the role of American 
oil companies in the region and the rise of OPEC, Cold War diplomacy toward the Arab 
states and Israel, the Iran hostage crisis, US intervention in the conflict in Lebanon, and 
the Gulf War. Occasionally.
"
HIST,274," 3.0; 3 cr.
A survey of the social, political, and cultural development of the United States from the 
early twentieth century until recent times. This course emphasizes particular episodes 
of domestic political reform such as the New Deal, the changing social roles of African-
Americans and women, the turmoil of the 1960s and its aftermath, and the role of the 
United States as a world power. This course is designed as a companion course to HIST 
200, although HIST 200 is not a prerequisite for HIST 274. Annually. 
"
